title,text,category,url
В Москве пойдет снег,"На текущей неделе в Москве ожидается мокрый снег, при этом снежный покров не образуется. Об этом рассказал синоптик прогностического центра «Метео» Александр Ильин в беседе с aif.ru . «В ближайшие пару дней в ночные часы в Московском регионе, возможно, пройдет мокрый снег, примешиваясь к дождю, потому как в эти дни сохранится пасмурная погода», — отметил специалист. Согласно прогнозам, ночью температура составит до плюс 2 градусов. Днем показатель вырастет, и снег практически сразу растает. Ранее жителей столицы призвали не ждать потепление до конца апреля. Среда, 22 апреля, окажется единственным теплым днем на этой неделе.",economics,https://lenta.ru/news/2026/04/21/v-moskve-poydet-sneg/
Деградацию смартфонов объяснили,"Журналисты издания Notebookcheck на примере нового телефона Motorola показали, как высокие цены на память начали губительно влиять на рынок смартфонов. Материал доступен на сайте медиа. Авторы портала заявили, что из-за резкого роста цен на оперативную память и накопители производители вынуждены ухудшать характеристики смартфонов. Причем больше всего пострадали дешевые устройства, так как на их выпуске компании и так сильно экономят. В качестве примера деградации авторы привели Motorola Moto G67. Новый смартфон Motorola получил качественный и яркий 6,78-дюймовый AMOLED-дисплей. При этом аппарат стоит в Европе всего 200 евро, или около 18 тысяч рублей. Также специалисты отметили, что у аппарата аккуратно собранный корпус. Однако при этом девайс, вышедший в начале 2026 года, имеет всего 4 гигабайта оперативной памяти. По мнению специалистов Notebookcheck, недостаток памяти приводит к заметным ограничениям при многозадачности и использовании ресурсоемких приложений. Смартфон не может быстро переключаться между приложениями, так как ему приходится закрывать их. В заключение авторы отметили, что предшественник Moto G67 поставлялся с 6, 8 и даже 12 гигабайтами оперативной памяти. Ранее журналисты издания TechRadar перечислили лучшие недорогие смартфоны. В список попали CMF Phone 2 Pro, iPhone 17e, Samsung Galaxy A56 и другие устройства.",science,https://lenta.ru/news/2026/04/21/smartphones/
Раскрыта причина смерти художника Шинкарева,"Советский и российский художник, писатель Владимир Шинкарев умер из-за сердечной недостаточности. Об этом сообщает ТАСС со ссылкой на его семью. Шинкарев умер в возрасте 72 лет. Владимир Шинкарев известен как идеолог митьковского движения, соавтор «Канона Митьков». Работы художника выставлялись в Москве , Санкт-Петербурге , Вене , Париже, Антверпене , Рио-де-Жанейро , Кельне , Лос-Анджелесе , Нью-Йорке и других городах. Сейчас некоторые из них находятся в собраниях Третьяковской галереи, Русского музея и Эрмитажа . Ранее сообщалось о смерти легендарного автора песен в стиле кантри.",culture,https://lenta.ru/news/2026/04/19/raskryta-prichina-smerti-hudozhnika-shinkareva/
Корабль «Прогресс МС-32» покинул МКС,"Транспортный грузовой корабль «Прогресс МС-32» покинул Международную космическую станцию (МКС), сообщает госкорпорация «Роскосмос» . Отстыковка отработавшего корабля от модуля «Звезда» российского сегмента станции состоялась сегодня, 21 апреля, в 01:08 московского времени. Двигатели на торможение включились в 04:11. Как сообщает ТАСС со ссылкой на госкорпорацию, корабль вошел в плотные слои атмосферы Земли, а его сохранившиеся элементы упали в несудоходной части Тихого океана. Ранее «Роскосмос» рассказал , что при помощи «Прогресса МС-32» высоту орбиты МКС увеличили на 440 метров. К станции корабль стартовал в сентябре. На околоземную орбиту корабль доставил около 2516 килограммов грузов, включая скафандр «Орлан-МКС», в котором время для внекорабельной деятельности космонавта увеличено до восьми часов.",science,https://lenta.ru/news/2026/04/21/korabl-progress-ms-32-pokinul-mks/
Чимаев предложил олимпийским чемпионам по борьбе спарринг за 200 тысяч долларов,"Чемпион Абсолютного бойцовского чемпионата (UFC) в среднем весе Хамзат Чимаев в своем аккаунте в соцсети X предложил провести спарринг любому олимпийскому чемпиону по борьбе. Боец смешанного стиля (ММА) заявил, что борцы начали бросать ему вызовы. «А у меня проблемы с поиском спарринг‑партнеров. Жду любого олимпийского чемпиона на спарринги, если он выживет — я дам ему 200 тысяч долларов», — заявил Чимаев. Ранее атлет рассказал о том, что построил спортзал в родном селе. По словам Чимаева, он потратил на объект 600 или 700 тысяч долларов. 31-летний Чимаев — уроженец села Гвардейское ( Чечня ). В настоящее время он представляет Объединенные Арабские Эмираты.",sport,https://lenta.ru/news/2026/04/20/chimaev-predlozhil-olimpiyskim-chempionam-po-borbe-sparring-za-200-tysyach-dollarov/
В Москве приготовились к новому рекорду,"На текущей неделе в Москве может быть установлен новый рекорд низкого атмосферного давления. Об этом предупредила заведующая лабораторией Гидрометцентра РФ Людмила Паршина в беседе с ТАСС . По словам синоптика, рекордов ожидается несколько. Первый может быть побит в четверг, 23 апреля. В пятницу и субботу показатели также могут приблизиться к максимально низким для этих дней апреля значениям. Паршина отметила, что до конца недели москвичей ожидает прохладная погода. Во второй половине прогнозируют плюс 7 градусов днем и плюс 1-6 градусов ночью, также возможны дожди. На выходных днем потеплеет до плюс 5-10 градусов, будет преобладать облачная погода с прояснениями, однако кратковременные дожди сохранятся. Ранее стало известно, когда в столице потеплеет . Согласно прогнозам, улучшения погоды не стоит ждать до конца апреля.",economics,https://lenta.ru/news/2026/04/21/v-moskve-prigotovilis-k-novomu-rekordu/
Назван способ накачать пресс без спортзала,"Фитнес‑тренер Лайла Аджани назвала способ накачать пресс без спортзала. Об этом сообщает Men Today . Центр внимания тренер делает на упражнениях для нижней части живота — ножницах, подъемах ног и поворотах туловища, которые особенно эффективны для проблемы «нижнего жира». Для верхнего пресса предложены скручивания со ступнями на полу и с поднятыми ногами, а также подъемы бедер, при которых важно сохранять поясницу на полу и не тянуть шею руками. Для косых мышц добавлены боковые наклоны, косые скручивания и русские скрутки, которые улучшают баланс корпуса и визуально сужают талию. В качестве завершающего элемента тренер рекомендует классическую планку, которая одновременно нагружает весь пресс, спину и мышцы кора. Ранее старший тренер международной сети студий балета и растяжки LEVITA Акулина Бахтурина назвала лучшие упражнения для пресса с фитнес-лентой. В комплекс вошли упражнения «лесенка», «велосипед» и другие.",sport,https://lenta.ru/news/2026/04/21/nazvan-sposob-nakachat-press-bez-sportzala/
Россиянин помог «Эдмонтону» переиграть «Анахайм» в плей-офф НХЛ,"Россиянин Василий Подколзин помог «Эдмонтон Ойлерз» переиграть « Анахайм Дакс» в первом раунде плей-офф Национальной хоккейной лиги (НХЛ) со счетом 4:3. Об этом сообщает корреспондент «Ленты.ру». Подколзин принял участие во второй и четвертой голевых комбинациях «нефтяников». Столько же результативных передач у лидера команды Леона Драйзайтля . В составе «Ойлерз» отличились Джейсон Дикинсон и Каспери Капанен , которые забросили по две шайбы. Таким образом, хоккеисты «Эдмонтон Ойлерз» повели в серии со счетом 1-0. Следующий матч в этой серии пройдет 23 апреля на их площадке. Начало в 5:00 по московскому времени. Ранее хоккейный агент Алексей Дементьев дал совет капитану «Вашингтон Кэпиталз» Александру Овечкину по поводу нового контракта с клубом. Он посоветовал Овечкину подписать контракт на один или два миллиона долларов в год. Оставшуюся сумму он предложил получить через определенное количество времени для того, чтобы быть резидентом Российской Федерации и по ставке РФ заплатить те налоги, которые несопоставимы с налогами в США .",sport,https://lenta.ru/news/2026/04/21/rossiyanin-pomog-edmontonu-pereigrat-anahaym-v-pley-off-nhl/
Россиянам пригрозили наказанием за ремонт в обед,"За ремонт квартир в обеденное время россиянам грозит штраф до 80 тысяч рублей. О наказании предупредила кандидат юридических наук, доцент кафедры государственно-правовых и уголовно-правовых дисциплин РЭУ имени Г. В. Плеханова Татьяна Лахтина, пишет РИА Новости. По словам специалистки, в некоторых регионах России законом установлены периоды, в которые запрещено нарушать покой других граждан — в том числе при проведении ремонта. В Москве и области таковым считают время с 13:00 до 15:00. Нарушившим тишину обычным россиянам грозит штраф в 1000-2000 рублей. Для должностных лиц взыскание вырастет до 4000-8000 рублей, а для юридических — до 40-80 тысяч рублей. «В Московской области — для граждан в размере 1000-3000 рублей; для должностных лиц — от 5 до 10 тысяч рублей; для юридических лиц — от 20 до 50 тысяч рублей», — добавила Лахтина. При этом в столице предусмотрены исключения. Так, наказывать не будут за ремонт в доме, который ввели в эксплуатацию менее полутора лет назад. Помимо этого, ремонтировать квартиру в обед можно тем, кто устраняет последствия аварии и выполняет другие неотложные работы. Ранее россиян предупредили о риске ареста на 15 суток за мат и громкое выяснение отношений на балконе.",economics,https://lenta.ru/news/2026/04/21/rossiyanam-prigrozili-nakazaniem-za-remont-v-obed/
Samsung признала главную деталь своих смартфонов,"В корпорации Samsung заявили, что вертикально ориентированная камера является главной особенностью смартфонов бренда. Слова представителей компании процитировали журналисты издания 9to5Google. В разговоре со СМИ вице-президент корейского IT-гиганта Ли Иль-хван назвал основную камеру, ориентированную вертикально, главной деталью телефонов серии. Также в компании признали, что все устройства имеют закругленные углы. Журналисты медиа заметили, что Samsung — чуть ли не единственный производитель смартфонов, который внедрил единый дизайн-код для всех своих аппаратов. По мнению авторов 9to5Google, такая особенность — важная и одновременно неудачная деталь телефонов популярного бренда. По словам редактора издания Уилла Саттельберга, он хочет, чтобы его дорогой флагманский смартфон отличался от более дешевых гаджетов, но в случае с устройствами Samsung это не работает. Однако автор признал, что в будущем вертикальная камера может получить статус уникальной и даже культовой. В конце апреля инсайдер Маджин Бу заявил , что первый складной iPhone получит форм-фактор книги, компактный размер и выйдет в сентябре. Девайс также будет работать на флагманском процессоре A20 Pro.",science,https://lenta.ru/news/2026/04/21/samsung-triple/
В Петербурге прошел квартирник «Пикника Афиши»,"Квартирник «Пикника Афиши» состоялся в Санкт-Петербурге 18 апреля. Накануне приглашенные гости узнали, что на нем выступит один из хедлайнеров фестиваля — FEDUK. Все проходило в квартире арт-директора крупнейших концертных площадок Влады Замориной и режиссера Джулиано Ди Капуа, расположенной в доходном доме второй половины XIX века на Мойке. Из окон квартиры виден остров «Новая Голландия». Открыла квартирник группа UGLI. Закрыла акустический концерт FEDUK креативный директор журнала «Собака.ру» Ксюша Гошицкая, вставшая за диджейский пульт. Посетители концерта слушали песни FEDUK в компании звездных гостей – художника-каллиграфа Покраса Лампаса, ювелира бренда mozi j Димы Кузнецова, московского шеф-повара Владимира Чистякова , блогера Лизы Гусарской, редактора «Собаки.ру» Яны Милорадовской , дизайнера Юры Питенина и стилиста Кати Рок. FEDUK – один из хедлайнеров фестиваля Пикник Афиши-2026 в Москве и Санкт-Петербурге. Мероприятие пройдет 20 июня 2026 года в музее-заповеднике «Коломенское» и 8 августа 2026 года на территории Елагина острова.",culture,https://lenta.ru/news/2026/04/21/v-peterburge-proshel-kvartirnik-piknika-afishi/
Российский игрок НХЛ назвал главную разницу между американцами и россиянами,"Российский нападающий клуба Национальной хоккейной лиги (НХЛ) «Филадельфия Флайерс» Матвей Мичков назвал главную разницу между американцами и россиянами. Его слова приводит The Philadelphia Inquirer . Хоккеист заявил, что американцы улыбчивы, но лицемерны. «В России люди более серьезны. Если им есть что сказать, они говорят это тебе в лицо», — посчитал он. Мичков пополнил состав «Филадельфии» в июне 2024-го. За год до этого клуб выбрал его под седьмым номером первого раунда драфта НХЛ. Ранее депутат Госдумы РФ , трехкратная олимпийская чемпионка по фигурному катанию Ирина Роднина рассказала о разнице между россиянами и американцами. Она назвала россиян голодными до информации и впечатлений, в отличие от американцев.",sport,https://lenta.ru/news/2026/04/20/rossiyskiy-igrok-nhl-nazval-glavnuyu-raznitsu-mezhdu-amerikantsami-i-rossiyanami/
Возглавлявший компанию Apple 15 лет Тим Кук покинет свой пост. Кто может его заменить?,"Генеральный директор американской компании Apple Тим Кук покинет свой пост. Топ-менеджер возглавлял компанию на протяжении 15 лет, заняв эту должность в 2011 году после того, как основатель Apple Стив Джобс ушел из жизни. Об этом говорится в официальном пресс-релизе компании. Известно, что до 1 сентября Кук по-прежнему будет исполнять обязанности генерального директора. Затем он перейдет на должность исполнительного председателя совета директоров. Кук будет помогать в некоторых аспектах деятельности компании, включая взаимодействие с политиками по всему миру Официально имя преемника Кука пока не раскрывается, однако с большой вероятностью пост генерального директора займет Джон Тернус — главный инженер по аппаратному обеспечению. Он руководит разработкой таких продуктов компании, как iPhone, iPad и Mac. В прошлом году в Apple уже происходили кадровые перестановки В ноябре 2025 года одно из ключевых лиц компании также покинуло свою должность — тогда ушел промышленный дизайнер Apple Абидур Чоудхури. Он считается главным создателем ультратонкого iPhone Air — по информации аналитиков, этот смартфон провалился на рынке из-за низкого спроса. Однако, по данным источников Bloomberg, его уход не был связан с низкими продажами устройства. Чоудхури предпочел IT-гиганту стартап по развитию искусственного интеллекта. Фото: Brendan McDermid / Reuters Тогда же стало известно, что Apple покидают многие дизайнеры и инженеры, также выбирая работу в различных стартапах в сфере искусственного интеллекта. Некоторые из них стали работать у главного дизайнера Apple Джонни Айва, который успел поработать со Стивом Джобсом. Слухи о возможном уходе Кука появились еще в 2025 году В октябре 2025 года агентство Bloomberg сообщило , что в скором времени Кук может оставить свою должность, и на этом фоне Apple якобы усилило внимание к Тернусу. Тогда же эксперты отмечали, что, хотя компания на протяжении долгого времени сохраняла «удивительно стабильный состав руководителей», уход Кука может стать серьезным ударом для нее. Позднее, в ноябре того же года, Financial Times уточняло , что уход Кука запланирован в 2026 году. Журналисты издания также называли Тернуса наиболее вероятным кандидатом на эту должность, однако уточняли, что решение пока не принято. Тогда же подчеркивалось, что возможный уход гендиректора никак не связан с текущими показателями компании.",science,https://lenta.ru/news/2026/04/21/vozglavlyavshiy-kompaniyu-apple-15-let-tim-kuk-pokinet-svoy-post-kto-mozhet-ego-zamenit/
