title,text,category,url
Названа возможная зарплата Овечкина по новому контракту в НХЛ,"Аналитики назвали возможную зарплату российского нападающего Александра Овечкина в случае продолжения карьеры в клубе Национальной хоккейной лиги (НХЛ) «Вашингтон Кэпитлас». Об этом сообщает Sport24 . Консалтинговая компания AFP Analytics предполагает, что идеальный сценарий для обеих сторон — еще один контракт на один сезон с зарплатой порядка 9 миллионов долларов. В случае заключения двухлетнего соглашения зарплата по нему, по их оценкам, может составить примерно 5–6 миллионов долларов в год. Ранее Овечкин заявил , что хотел бы сыграть еще два сезона за «Вашингтон». В ночь с 14 на 15 апреля 40-летний нападающий провел последнюю игру по действующему контракту с клубом. Овечкин в текущем сезоне провел 82 матча, в которых забросил 32 шайбы и сделал столько же результативных передач. К текущему моменту игрок забил 1006 голов в НХЛ, это на десять меньше, чем у обладателя абсолютного рекорда по этому показателю Уэйна Гретцки .",sport,https://lenta.ru/news/2026/04/20/nazvana-vozmozhnaya-zarplata-ovechkina-po-novomu-kontraktu-v-nhl/
Снег выпал под Москвой,"В ночь на понедельник, 20 апреля, в нескольких районах Подмосковья выпал снег. Об этом сообщил ведущий специалист центра погоды «Фобос» Евгений Тишковец , пишет РИА Новости. Характерные для зимы осадки зафиксировали в Домодедово , Кашире и Дмитрове , уточнил синоптик. Снегопады минувшей ночью случились и в других регионах страны — в Нижегородской и Рязанской областях, юге Владимирской и Кировской областей, севере Тульской, Липецкой и Тамбовской областей, в республиках Марий Эл и Чувашии , западе Мордовии и Пензенской области, Пермском крае, Свердловской области, юге Югры , на севере Омской и Кемеровской областей, в Новосибирской областях и на юге Красноярского края. Тишковец добавил, что ледяные дожди обрушились на Пермский край — такие осадки наблюдались на метеостанциях Чермоз и Губаха . Ранее Тишковец спрогнозировал , что перед майскими праздниками Московский регион ожидает волна холода и ледяные дожди.",economics,https://lenta.ru/news/2026/04/20/sneg-vypal-pod-moskvoy/
Умер актер из киновселенной Бэтмена,"Британский актер Джон Нолан скончался в возрасте 87 лет. Об этом сообщила его семья, передает The Herald. Артист известен по ролям в фильмах своего племянника, режиссера Кристофера Нолана : «Бэтмен: начало», «Тёмный рыцарь: возрождение легенды» и «Дюнкерк». Он также приходится дядей продюсеру Джонатану Нолану . В кино актер дебютировал в 1965 году. Последней работой с его участием стал телесериал «Дюна: пророчество». Ранее сообщалось , что ирландский актер Майкл Патрик, известный по эпизодической роли в сериале «Игра престолов», ушел из жизни в возрасте 35 лет.",culture,https://lenta.ru/news/2026/04/12/umer-akter-iz-kinovselennoy-betmena/
Назван срок направления Киеву выплат по кредиту на 90 миллиардов евро,"Первый транш из кредита на 90 миллиардов евро Евросоюз направит Киеву в конце мая или начале июня, а до этого времени его потребности обеспечат другие доноры. Об этом со ссылкой на высокопоставленного представителя ЕС сообщает Reuters . Сам кредит Украине был согласован еще в прошлом году, однако премьер-министр Венгрии Виктор Орбан заблокировал его выдачу. В апреле политик разгромно проиграл парламентские выборы, после чего будущий глава правительства Петер Мадьяр пообещал не препятствовать планам ЕС. Вместе с тем еврокомиссар по экономике Валдис Домбровскис не исключил, что какое-то движение по кредиту произойдет уже при Орбане, возможно, даже на этой неделе. Если этого не случится, то ЕС подождет, когда власть перейдет к Мадьяру. Кредит на 90 миллиардов евро покрывает примерно две трети потребностей Украины во внешнем финансировании на период 2026 и 2027 годов. Предполагается, что оставшуюся треть закроют другие международные доноры, в том числе Канада , Япония и Великобритания . Еще на прошлой неделе представитель Еврокомиссия Бала Уйвари говорила , что планы по предоставлению Киеву денег из кредита предусматривают начало финансирования во втором полугодии 2026 года.",economics,https://lenta.ru/news/2026/04/21/nazvan-srok/
Звезда «Слова пацана» признался в травле одноклассников,"Звезда сериала «Слово пацана. Кровь на асфальте» Слава Копейкин признался, что был жертвой травли и сам издевался над одноклассниками. Об этом он рассказал в интервью Иде Галич в шоу «Есть вопросики». Актер сообщил, что в школе классная руководительница провоцировала травлю против него и других учеников. По его словам, учительница вела себя некрасиво и допускала резкие высказывания в адрес детей. Позже Копейкин перешел в другую школу, где уже сам вместе с группой приятелей издевался над учениками. Актер подчеркнул, что с возрастом осознал неприемлемость такого поведения. «Это продлилось недолго и не чересчур, это было скорее словесно. И стыдно. Я жалею об этом», — добавил Копейкин. Ранее стало известно , что Слава Копейкин за три месяца похудел на 12 килограммов ради роли рэпера Басты в биографической картине. Актер заявил , что с детства знаком с творчеством музыканта и знал многие факты из его биографии.",culture,https://lenta.ru/news/2026/04/17/zvezda-slova-patsana-priznalsya-v-travle-odnoklassnikov/
Пересильд пожаловалась на травлю в интернете,"Звезда сериала «Слово пацана» Анна Пересильд , дочь актрисы Юлии Пересильд , пожаловалась на травлю в интернете. Об этом она написала в Telegram -канале. 16-летняя актриса отметила, что осудить другого человека проще, чем раскрыть глаза на собственную жизнь. «Людям очень сложно перевернуть палец на себя и посмотреть на то, что происходит у них в жизни. Чаще всего там все не так хорошо», — считает девушка. Пересильд добавила, что ей хочется плакать оттого, сколько грустного и обидного пишут некоторые пользователи сети про талантливых людей. При этом она призналась, что и сама сталкивается с бесконечным хейтом и ей непросто с ним справляться. «Я желаю вам найти ваше счастье, ваше призвание в жизни. Не злитесь, не тратьтесь на это, а создавайте себя и свою жизнь», — призвала Анна. Ранее ирландский актер Барри Кеоган заявил , что не хочет выходить из дома из-за травли его внешности в интернете.",culture,https://lenta.ru/news/2026/04/12/peresild-pozhalovalas-na-travlyu-v-internete/
Определились все пары плей-офф НХЛ,"Определились все пары первого раунда плей-офф Национальной хоккейной лиги (НХЛ). Об этом сообщает корреспондент «Ленты.ру». В ночь на 17 апреля завершились последние матчи регулярного чемпионата сезона-2025/2026. Из Восточной и Западной конференций в борьбе за Кубок Стэнли поучаствуют по восемь лучших команд. На Востоке в первом раунде «Баффало» сыграет с «Бостоном», «Тампа-Бэй» — с «Монреалем», «Каролина» — с «Оттавой», а «Питтсбург» — с «Филадельфией». На Западе «Колорадо» встретится с «Лос-Анджелесом», «Даллас» — с «Миннесотой», «Вегас» — с «Ютой», а «Эдмонтон» — с « Анахаймом ». Каждая серия продлится до четырех побед одной из команд. Клуб российского форварда Александра Овечкина «Вашингтон Кэпиталс» финишировал на девятом месте в Восточной конференции и не попал в плей-офф. В розыгрыше Кубка Стэнли также не примет участия «Флорида Пантерс». Обладатель трофея в двух предыдущих сезонах занял на Востоке 14-е место.",sport,https://lenta.ru/news/2026/04/17/opredelilis-vse-pary-pley-off-nhl/
Звезду «Эйфории» обвинили в пропаганде педофилии,"Создатели хитового сериала «Эйфория» и актриса Сидни Суини стали объектами жесткой критики со стороны сообщества и поклонников шоу. Об этом сообщает портал TMZ. Все дело в анонсах третьего сезона, которые были опубликованы в сети накануне премьеры продолжения. На нескольких кадрах видно, что одна из героинь в исполнении как раз Суини предстала в откровенных позах в образе младенца и с соской во рту. По сюжету, персонаж работает вебкам-моделью. В социальных сетях многие критики и даже зрители из числа фанатов «Эйфории» были шокированы такими провокационными сценами. Они обвинили сценаристов и саму актрису в романтизации и пропаганде педофилии, а также сексуализации новорожденных детей. Какой-либо официальной реакции со стороны студии или самой Сидни пока не было. Ранее американскую актрису Сидни Суини, известную своими откровенными снимками и рекламой собственного бренда нижнего белья, обвинили в расизме из-за промо с фразой про «хорошие гены».",culture,https://lenta.ru/news/2026/04/13/zvezdu-eyforii-obvinili-v-propagande-pedofilii/
Раскрыта неожиданная причина ускоренного ухудшения памяти,"Высокое потребление соли может ускорять ухудшение памяти. К такому выводу пришли ученые из Университета Эдит Коуэн ( Австралия ). Результаты исследования опубликованы в журнале Neurobiology of Aging (NA). В исследовании приняли участие 1208 человек, за которыми наблюдали в течение шести лет. Ученые оценивали их рацион и изменения когнитивных функций. Оказалось, что у мужчин с более высоким потреблением натрия память ухудшалась быстрее, чем у тех, кто употреблял меньше соли. У женщин такой связи обнаружено не было. Речь идет об эпизодической памяти — способности запоминать личные события и детали повседневной жизни. Именно этот тип памяти часто страдает одним из первых при возрастных когнитивных нарушениях. Авторы предполагают, что избыток соли может способствовать воспалению в мозге, повреждению сосудов и ухудшению кровоснабжения. По их мнению, контроль потребления соли может стать одним из простых способов замедлить возрастное ухудшение памяти, однако для подтверждения этих выводов необходимы дополнительные исследования. Ранее ученые выяснили , что жизнь в районе с хорошей инфраструктурой замедляет возрастную потерю памяти.",science,https://lenta.ru/news/2026/04/16/raskryta-neozhidannaya-prichina-uskorennogo-uhudsheniya-pamyati/
Григорий Лепс бросил пить,"Народный артист России Григорий Лепс заявил, что полностью отказался от алкогольных напитков ради здоровья. Его комментарий приводит StarHit. По словам исполнителя, он не пьет уже несколько месяцев и надеется, что новый образ жизни останется с ним надолго. Отказавшись от спиртного, певец сосредоточился на музыке и заботе о собственном теле. Лепс признался, что в последний раз употреблял алкоголь на Рождество. «Хотя не было никаких серьезных загулов, я несколько дней не выходил из дома. Просто чтобы ничего не натворить, учитывая свой скверный характер», — уточнил артист. Ранее Лепс захотел усыновить детей из детского дома. Артист заявил , что собирается взять на воспитание двух детей, а если получится — трех. По его прогнозам, усыновление может произойти уже через три-четыре месяца.",culture,https://lenta.ru/news/2026/04/20/grigoriy-leps-brosil-pit/
Легендарный iPhone похоронят,"Корпорация Apple признает устаревшим iPhone 11 ближайшим летом. Об этом сообщает издание 9to5Mac со ссылкой на инсайдера Instant Digital. По информации специалиста, iOS 27, которую Apple представит летом, окажется без поддержки некоторых популярных смартфонов. К ним отнесли все устройства линейки iPhone 11, который вышел в 2019 году. Аппараты серии считаются легендарными в среде пользователей Apple: так, iPhone 11 Pro стал первым телефоном американского бренда с тремя камерами. Таким образом, iOS 27 можно будет установить на все смартфоны Apple, начиная с iPhone 12, который появился в 2020-м. Также компания похоронит iPhone SE второго поколения, оставив недорогой аппарат без поддержки. «Если это подтвердится, то это будет уже второй год подряд, когда Apple исключает несколько моделей iPhone из своего крупного обновления iOS», — отметили журналисты. Они напомнили, что в 2025 году вышла iOS 26 — апдейт не получил iPhone Xs. Обычно Apple анонсирует новую версию операционной системы (ОС) для iPhone и раскрывает список поддерживаемых устройств в июне на конференции WWDC. Ранее стало известно , что на российском рынке подешевел iPhone 17. Аппарат начали продавать за 62 тысячи рублей, тогда как на старте он стоил 110 тысяч рублей.",science,https://lenta.ru/news/2026/04/21/ios27/
Россиянам назвали причину появления массовых проблем с iPhone,"Приложение Telega при обновлении превращает iPhone в «кирпич», заявил техноблогер Сергей Романцев. Возможную причину появления массовых проблем он назвал в своем Telegram -канале. По словам блогера, он провел эксперимент и пришел к выводу, что сбой вызвало одно приложение. Чтобы подтвердить догадку, он взял три исправных iPhone и установил на один из них приложение Telega. «И только на нем обновление зависло, и iPhone ушел в постоянный ребут », — написал он. Для восстановления нормальной работы требуется перепрошить устройство, однако это неминуемо ведет к потере всех данных. Ранее россияне стали массово жаловаться , что после установки обновления iOS 26.4.1 их смартфоны перестали полноценно включаться. Причина сбоя была неизвестна.",science,https://lenta.ru/news/2026/04/19/rossiyanam-nazvali-prichinu-poyavleniya-massovyh-problem-s-iphone/
Малкин забросил шайбу и сделал результативную передачу в первом матче плей-офф НХЛ,"Российский форвард «Питтсбург Пингвинс» Евгений Малкин забросил шайбу и сделал результативную передачу в стартовом матче первого раунда плей-офф Национальной хоккейной лиги (НХЛ) против «Филадельфия Флайерс». Об этом сообщает корреспондент «Ленты.ру». Встреча прошла в ночь на воскресенье, 19 апреля, и завершилась победой «Филадельфии» со счетом 3:2. «Флайерс» вышли вперед в серии, следующий матч пройдет в ночь на 21 апреля. В другом стартовом матче серии плей-офф «Миннесота Уайлд» со счетом 6:1 разгромила «Даллас Старс». В составе победителей голом и двумя передачами отметился россиянин Кирилл Капризов . Розыгрыш Кубка Стэнли завершится 21 июня. Действующим обладателем титула является «Флорида Пантерс», которая в этом сезоне не попала в плей-офф.",sport,https://lenta.ru/news/2026/04/19/malkin-zabrosil-shaybu-i-sdelal-rezultativnuyu-peredachu-v-pervom-matche-pley-off-nhl/
Россиянин дебютировал в UFC с ничьей,"Российский боец смешанного стиля (ММА) Марк Вологдин провел дебютный бой в Абсолютном бойцовском чемпионате (UFC). Об этом сообщает корреспондент «Ленты.ру». Спортсмен, выступающий в легчайшем весе, встречался с мексиканцем Джоном Кастаньедой на турнире UFC Fight Night 273, который прошел в канадском Виннипеге. Бой продлился все три раунда, двое судей зафиксировали ничью, один отдал победу россиянину. Таким образом, раздельным решением рефери была зафиксирована ничья. 18 апреля Вологдину исполнилось 26 лет. В его активе 18 боев в ММА, в которых он одержал 12 побед, потерпел 4 поражения и две встречи свел вничью. Кастаньеде 34 года. В активе мексиканца 21 победа, 8 поражений и 1 ничья.",sport,https://lenta.ru/news/2026/04/19/rossiyanin-debyutiroval-v-ufc-s-nichiey/
